dataset	specimen_id	region_type	crop_path	source_file	area_fraction	candidate_panel_id	class_counts_json	coverage_gain_ids_json	coverage_gain_n	covered_unit_ids_json	covered_unit_n	crop_reason	final_crop_bbox_xyxy	panel_area_fraction	panel_bbox_xyxy	panel_kind	panel_score	queue_id	queue_rank	queue_stage	reason
main500	E00668953	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00668953/05_final_queue/crops/Q0004_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00668953/05_final_queue/final_ocr_queue.tsv	0.04332001757354856	P0004	"{""primary specimen label"": 1, ""type specimen label"": 1}"	"[""Y0133"", ""Y0279""]"	2	"[""Y0133"", ""Y0279""]"	2	tight_union_of_text_children	[0, 0, 1386, 1383]	0.03531198472619977	[13, 6, 1261, 1258]	text	4.7270385386681095	Q0004	4	main	main; small_text_label_panel; tight_union_of_text_children; gain=2
main500	E00668974	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00668974/05_final_queue/crops/Q0001_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00668974/05_final_queue/final_ocr_queue.tsv	0.10533631599385682	P0001	"{""annotation label"": 3, ""catalog number"": 8, ""database label"": 8, ""handwritten note"": 2, ""primary specimen label"": 1, ""printed label"": 4, ""type specimen label"": 1}"	"[""Y0098"", ""Y0114"", ""Y0145"", ""Y0157"", ""Y0159"", ""Y0167"", ""Y0177"", ""Y0178"", ""Y0184"", ""Y0189"", ""Y0207"", ""Y0211"", ""Y0212"", ""Y0219"", ""Y0222"", ""Y0225"", ""Y0236"", ""Y0242"", ""Y0245"", ""Y0259"", ""Y0261"", ""Y0273"", ""Y0277"", ""Y0286"", ""Y0289"", ""Y0291"", ""Y0294""]"	27	"[""Y0098"", ""Y0114"", ""Y0145"", ""Y0157"", ""Y0159"", ""Y0167"", ""Y0177"", ""Y0178"", ""Y0184"", ""Y0189"", ""Y0207"", ""Y0211"", ""Y0212"", ""Y0219"", ""Y0222"", ""Y0225"", ""Y0236"", ""Y0242"", ""Y0245"", ""Y0259"", ""Y0261"", ""Y0273"", ""Y0277"", ""Y0286"", ""Y0289"", ""Y0291"", ""Y0294""]"	27	tight_union_of_text_children	[4922, 0, 5562, 7329]	0.08633741791822261	[4980, 0, 5557, 6663]	text	43.68961826017521	Q0001	1	main	main; main_text_label_panel; tight_union_of_text_children; gain=27
main500	E00668974	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00668974/05_final_queue/crops/Q0002_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00668974/05_final_queue/final_ocr_queue.tsv	0.07138102015002593	P0002	"{""catalog number"": 4, ""handwritten note"": 2, ""primary specimen label"": 2, ""printed label"": 3, ""type specimen label"": 3}"	"[""Y0009"", ""Y0083"", ""Y0095"", ""Y0121"", ""Y0150"", ""Y0155"", ""Y0163"", ""Y0176"", ""Y0194"", ""Y0213"", ""Y0272"", ""Y0274"", ""Y0281"", ""Y0282""]"	14	"[""Y0009"", ""Y0083"", ""Y0095"", ""Y0121"", ""Y0150"", ""Y0155"", ""Y0163"", ""Y0176"", ""Y0194"", ""Y0213"", ""Y0272"", ""Y0274"", ""Y0281"", ""Y0282""]"	14	tight_union_of_text_children	[2813, 6654, 5164, 8006]	0.05375997667337415	[3009, 6776, 4968, 7998]	text	28.491479421102213	Q0002	2	main	main; main_text_label_panel; tight_union_of_text_children; gain=14
main500	E00668974	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00668974/05_final_queue/crops/Q0003_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00668974/05_final_queue/final_ocr_queue.tsv	0.009816172570320551	P0004	"{""handwritten note"": 1, ""printed label"": 2}"	"[""Y0040"", ""Y0232"", ""Y0283""]"	3	"[""Y0040"", ""Y0232"", ""Y0283""]"	3	tight_union_of_text_children	[0, 7529, 932, 7998]	0.007323121466882578	[15, 7568, 849, 7959]	text	6.730459001119891	Q0003	3	main	main; small_text_label_panel; tight_union_of_text_children; gain=3
main500	E00668974	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00668974/05_final_queue/crops/Q0004_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00668974/05_final_queue/final_ocr_queue.tsv	0.004439227213893787	P0003	"{""catalog number"": 3, ""handwritten note"": 1}"	"[""Y0128"", ""Y0162"", ""Y0227"", ""Y0262""]"	4	"[""Y0128"", ""Y0162"", ""Y0227"", ""Y0262""]"	4	tight_union_of_text_children	[3630, 207, 4922, 360]	0.0025372017373162144	[3738, 231, 4814, 336]	text	9.0332908424341	Q0004	4	main	main; small_text_label_panel; tight_union_of_text_children; gain=4
main500	E00668974	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00668974/05_final_queue/crops/Q0005_main_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00668974/05_final_queue/final_ocr_queue.tsv	0.04363921862630356	P0005	"{""primary specimen label"": 1}"	"[""Y0102""]"	1	"[""Y0102""]"	1	tight_union_of_text_children	[0, 0, 1397, 1391]	0.035201215054189404	[15, 18, 1271, 1266]	text	2.6428733105599456	Q0005	5	main	main; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	E00669014	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00669014/05_final_queue/crops/Q0001_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00669014/05_final_queue/final_ocr_queue.tsv	0.07459266567203855	P0002	"{""annotation label"": 3, ""catalog number"": 4, ""handwritten note"": 2, ""primary specimen label"": 1, ""printed label"": 4, ""type specimen label"": 5}"	"[""Y0007"", ""Y0064"", ""Y0078"", ""Y0089"", ""Y0095"", ""Y0117"", ""Y0127"", ""Y0135"", ""Y0188"", ""Y0199"", ""Y0207"", ""Y0224"", ""Y0235"", ""Y0252"", ""Y0256"", ""Y0264"", ""Y0277"", ""Y0279"", ""Y0287""]"	19	"[""Y0007"", ""Y0064"", ""Y0078"", ""Y0089"", ""Y0095"", ""Y0117"", ""Y0127"", ""Y0135"", ""Y0188"", ""Y0199"", ""Y0207"", ""Y0224"", ""Y0235"", ""Y0252"", ""Y0256"", ""Y0264"", ""Y0277"", ""Y0279"", ""Y0287""]"	19	tight_union_of_text_children	[2871, 6598, 5187, 8048]	0.05440120272288329	[3064, 6725, 4994, 7994]	text	36.79866148355399	Q0001	1	main	main; main_text_label_panel; tight_union_of_text_children; gain=19
main500	E00669014	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00669014/05_final_queue/crops/Q0002_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00669014/05_final_queue/final_ocr_queue.tsv	0.10544169288878812	P0001	"{""catalog number"": 9, ""database label"": 6, ""handwritten note"": 1, ""primary specimen label"": 2, ""printed label"": 3, ""type specimen label"": 2}"	"[""Y0076"", ""Y0131"", ""Y0137"", ""Y0173"", ""Y0185"", ""Y0189"", ""Y0191"", ""Y0194"", ""Y0205"", ""Y0214"", ""Y0219"", ""Y0220"", ""Y0222"", ""Y0223"", ""Y0239"", ""Y0249"", ""Y0250"", ""Y0259"", ""Y0260"", ""Y0265"", ""Y0296"", ""Y0297"", ""Y0300""]"	23	"[""Y0076"", ""Y0131"", ""Y0137"", ""Y0173"", ""Y0185"", ""Y0189"", ""Y0191"", ""Y0194"", ""Y0205"", ""Y0214"", ""Y0219"", ""Y0220"", ""Y0222"", ""Y0223"", ""Y0239"", ""Y0249"", ""Y0250"", ""Y0259"", ""Y0260"", ""Y0265"", ""Y0296"", ""Y0297"", ""Y0300""]"	23	tight_union_of_text_children	[4947, 0, 5594, 7337]	0.08687986489358451	[5006, 20, 5594, 6672]	text	39.012399130347944	Q0002	2	main	main; main_text_label_panel; tight_union_of_text_children; gain=23
main500	E00669014	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00669014/05_final_queue/crops/Q0003_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00669014/05_final_queue/final_ocr_queue.tsv	0.013584385712894602	P0004	"{""annotation label"": 1, ""catalog number"": 1, ""handwritten note"": 1}"	"[""Y0031"", ""Y0206"", ""Y0263""]"	3	"[""Y0031"", ""Y0206"", ""Y0263""]"	3	tight_union_of_text_children	[0, 7343, 938, 7995]	0.010174206814884736	[12, 7397, 854, 7941]	text	7.240931411119891	Q0003	3	main	main; small_text_label_panel; tight_union_of_text_children; gain=3
main500	E00669014	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00669014/05_final_queue/crops/Q0004_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00669014/05_final_queue/final_ocr_queue.tsv	0.01275851771743511	P0003	"{""annotation label"": 1, ""catalog number"": 2, ""primary specimen label"": 1, ""type specimen label"": 1}"	"[""Y0133"", ""Y0182"", ""Y0204"", ""Y0229"", ""Y0253""]"	5	"[""Y0133"", ""Y0182"", ""Y0204"", ""Y0229"", ""Y0253""]"	5	tight_union_of_text_children	[3660, 139, 4945, 586]	0.008873355327456072	[3767, 176, 4838, 549]	text	10.520795439228054	Q0004	4	main	main; small_text_label_panel; tight_union_of_text_children; gain=5
main500	E00669014	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00669014/05_final_queue/crops/Q0005_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00669014/05_final_queue/final_ocr_queue.tsv	0.09522215118299854	P0005	"{""handwritten note"": 2, ""herbarium stamp"": 3}"	"[""Y0098"", ""Y0169"", ""Y0190"", ""Y0201"", ""Y0242""]"	5	"[""Y0098"", ""Y0169"", ""Y0190"", ""Y0201"", ""Y0242""]"	5	tight_union_of_text_children	[1392, 2922, 3458, 4997]	0.06613292181128459	[1564, 3095, 3286, 4824]	text	7.121257179228055	Q0005	5	main	main; small_text_label_panel; tight_union_of_text_children; gain=5
main500	E00675821	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00675821/05_final_queue/crops/Q0001_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00675821/05_final_queue/final_ocr_queue.tsv	0.12502708181117064	P0001	"{""annotation label"": 1, ""catalog number"": 10, ""database label"": 1, ""handwritten note"": 2, ""primary specimen label"": 3, ""printed label"": 5, ""type specimen label"": 1}"	"[""Y0124"", ""Y0132"", ""Y0138"", ""Y0140"", ""Y0153"", ""Y0156"", ""Y0164"", ""Y0178"", ""Y0193"", ""Y0210"", ""Y0218"", ""Y0220"", ""Y0224"", ""Y0225"", ""Y0236"", ""Y0249"", ""Y0251"", ""Y0259"", ""Y0263"", ""Y0275"", ""Y0280"", ""Y0282"", ""Y0300""]"	23	"[""Y0124"", ""Y0132"", ""Y0138"", ""Y0140"", ""Y0153"", ""Y0156"", ""Y0164"", ""Y0178"", ""Y0193"", ""Y0210"", ""Y0218"", ""Y0220"", ""Y0224"", ""Y0225"", ""Y0236"", ""Y0249"", ""Y0251"", ""Y0259"", ""Y0263"", ""Y0275"", ""Y0280"", ""Y0282"", ""Y0300""]"	23	tight_union_of_text_children	[5019, 0, 5760, 7981]	0.09379312794284786	[5085, 587, 5745, 7309]	text	42.22007509034795	Q0001	1	main	main; main_text_label_panel; tight_union_of_text_children; gain=23
main500	E00675821	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00675821/05_final_queue/crops/Q0002_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00675821/05_final_queue/final_ocr_queue.tsv	0.24717723385831034	P0002	"{""annotation label"": 1, ""handwritten note"": 6, ""herbarium stamp"": 2, ""primary specimen label"": 2, ""printed label"": 8, ""type specimen label"": 4}"	"[""Y0002"", ""Y0011"", ""Y0031"", ""Y0032"", ""Y0048"", ""Y0049"", ""Y0060"", ""Y0135"", ""Y0173"", ""Y0183"", ""Y0184"", ""Y0191"", ""Y0197"", ""Y0208"", ""Y0209"", ""Y0235"", ""Y0241"", ""Y0262"", ""Y0264"", ""Y0267"", ""Y0269"", ""Y0285"", ""Y0287"", ""Y0299""]"	24	"[""Y0002"", ""Y0011"", ""Y0031"", ""Y0032"", ""Y0048"", ""Y0049"", ""Y0060"", ""Y0135"", ""Y0173"", ""Y0183"", ""Y0184"", ""Y0191"", ""Y0197"", ""Y0208"", ""Y0209"", ""Y0235"", ""Y0241"", ""Y0262"", ""Y0264"", ""Y0267"", ""Y0269"", ""Y0285"", ""Y0287"", ""Y0299""]"	24	tight_union_of_text_children	[0, 5318, 4040, 8212]	0.19825407939600584	[18, 5574, 3674, 8139]	text	41.63244658034794	Q0002	2	main	main; main_text_label_panel; tight_union_of_text_children; gain=24
main500	E00675821	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00675821/05_final_queue/crops/Q0003_rescue_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00675821/05_final_queue/final_ocr_queue.tsv	0.007873301942956108	P0003	"{""handwritten note"": 1}"	[]	0	"[""Y0060""]"	1	tight_union_of_text_children	[92, 5135, 1150, 5487]	0.005482068923526547	[180, 5164, 1062, 5458]	text	2.962904440559945	Q0003	3	rescue	rescue; isolated_text_label_panel; tight_union_of_text_children; gain=0
main500	E00679622	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00679622/05_final_queue/crops/Q0001_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00679622/05_final_queue/final_ocr_queue.tsv	0.0050342939690687484	P0002	"{""catalog number"": 5, ""handwritten note"": 1}"	"[""Y0142"", ""Y0230"", ""Y0239"", ""Y0247"", ""Y0276"", ""Y0285""]"	6	"[""Y0142"", ""Y0230"", ""Y0239"", ""Y0247"", ""Y0276"", ""Y0285""]"	6	tight_union_of_text_children	[3719, 53, 5078, 220]	0.0029907458943817977	[3832, 77, 4965, 196]	text	12.997162919055313	Q0001	1	main	main; main_text_label_panel; tight_union_of_text_children; gain=6
main500	E00679622	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00679622/05_final_queue/crops/Q0002_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00679622/05_final_queue/final_ocr_queue.tsv	0.010220402225343686	P0004	"{""handwritten note"": 1, ""printed label"": 1}"	"[""Y0032"", ""Y0202""]"	2	"[""Y0032"", ""Y0202""]"	2	tight_union_of_text_children	[0, 7597, 950, 8082]	0.007772119567903354	[1, 7638, 864, 8044]	text	5.1603511186681095	Q0002	2	main	main; small_text_label_panel; tight_union_of_text_children; gain=2
main500	E00679622	oversized_text_panel_shrink_required	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00679622/05_final_queue/crops/Q0003_main_oversized_text_panel_shrink_required.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00679622/05_final_queue/final_ocr_queue.tsv	0.47454284689852994	P0001	"{""annotation label"": 4, ""barcode label"": 1, ""catalog number"": 11, ""database label"": 3, ""handwritten note"": 5, ""primary specimen label"": 2, ""printed label"": 17, ""type specimen label"": 6}"	"[""Y0015"", ""Y0020"", ""Y0052"", ""Y0115"", ""Y0131"", ""Y0133"", ""Y0145"", ""Y0157"", ""Y0166"", ""Y0168"", ""Y0169"", ""Y0170"", ""Y0174"", ""Y0182"", ""Y0188"", ""Y0200"", ""Y0205"", ""Y0207"", ""Y0210"", ""Y0212"", ""Y0215"", ""Y0216"", ""Y0218"", ""Y0219"", ""Y0220"", ""Y0227"", ""Y0228"", ""Y0234"", ""Y0238"", ""Y0242"", ""Y0243"", ""Y0244"", ""Y0249"", ""Y0250"", ""Y0252"", ""Y0253"", ""Y0256"", ""Y0258"", ""Y0265"", ""Y0266"", ""Y0267"", ""Y0270"", ""Y0271"", ""Y0274"", ""Y0278"", ""Y0279"", ""Y0289"", ""Y0290"", ""Y0294""]"	49	"[""Y0015"", ""Y0020"", ""Y0052"", ""Y0115"", ""Y0131"", ""Y0133"", ""Y0142"", ""Y0145"", ""Y0157"", ""Y0166"", ""Y0168"", ""Y0169"", ""Y0170"", ""Y0174"", ""Y0182"", ""Y0188"", ""Y0200"", ""Y0205"", ""Y0207"", ""Y0210"", ""Y0212"", ""Y0215"", ""Y0216"", ""Y0218"", ""Y0219"", ""Y0220"", ""Y0227"", ""Y0228"", ""Y0230"", ""Y0234"", ""Y0238"", ""Y0239"", ""Y0242"", ""Y0243"", ""Y0244"", ""Y0247"", ""Y0249"", ""Y0250"", ""Y0252"", ""Y0253"", ""Y0256"", ""Y0258"", ""Y0265"", ""Y0266"", ""Y0267"", ""Y0270"", ""Y0271"", ""Y0274"", ""Y0276"", ""Y0278"", ""Y0279"", ""Y0285"", ""Y0289"", ""Y0290"", ""Y0294""]"	55	tight_union_of_text_children	[2931, 0, 5578, 8082]	0.42327096525582303	[3171, 121, 5570, 8075]	text	21.005893068857038	Q0003	3	main	main; oversized_text_panel_shrink_required; tight_union_of_text_children; gain=49
main500	E00679622	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00679622/05_final_queue/crops/Q0004_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00679622/05_final_queue/final_ocr_queue.tsv	0.06800465983795179	P0003	"{""herbarium stamp"": 1, ""primary specimen label"": 1, ""type specimen label"": 1}"	"[""Y0120"", ""Y0254"", ""Y0291""]"	3	"[""Y0120"", ""Y0254"", ""Y0291""]"	3	tight_union_of_text_children	[0, 0, 1767, 1735]	0.050841970377314846	[87, 84, 1614, 1585]	text	5.528602521119891	Q0004	4	main	main; small_text_label_panel; tight_union_of_text_children; gain=3
main500	E00679622	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00679622/05_final_queue/crops/Q0005_rescue_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00679622/05_final_queue/final_ocr_queue.tsv	0.001768911503982707	P0005	"{""barcode label"": 1}"	"[""Y0262""]"	1	"[""Y0262""]"	1	tight_union_of_text_children	[2136, 5532, 2341, 5921]	0.0011318416137778874	[2160, 5564, 2317, 5889]	text	2.2620996605599455	Q0005	5	rescue	rescue; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	E00693571	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00693571/05_final_queue/crops/Q0001_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00693571/05_final_queue/final_ocr_queue.tsv	0.11954588973993588	P0003	"{""catalog number"": 2, ""handwritten note"": 2}"	"[""Y0027"", ""Y0075"", ""Y0228"", ""Y0283""]"	4	"[""Y0027"", ""Y0075"", ""Y0228"", ""Y0283""]"	4	tight_union_of_text_children	[234, 5435, 2311, 8020]	0.08725917349483435	[407, 5661, 2138, 7925]	text	9.8015019324341	Q0001	1	main	main; small_text_label_panel; tight_union_of_text_children; gain=4
main500	E00693571	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00693571/05_final_queue/crops/Q0002_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00693571/05_final_queue/final_ocr_queue.tsv	0.00500890630566441	P0002	"{""catalog number"": 2, ""printed label"": 1, ""type specimen label"": 2}"	"[""Y0197"", ""Y0220"", ""Y0248"", ""Y0296"", ""Y0299""]"	5	"[""Y0197"", ""Y0220"", ""Y0248"", ""Y0296"", ""Y0299""]"	5	tight_union_of_text_children	[3539, 64, 5019, 216]	0.0028574991093694335	[3662, 88, 4896, 192]	text	10.439733119228055	Q0002	2	main	main; small_text_label_panel; tight_union_of_text_children; gain=5
main500	E00693571	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00693571/05_final_queue/crops/Q0003_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00693571/05_final_queue/final_ocr_queue.tsv	0.009342892768079801	P0004	"{""handwritten note"": 1, ""printed label"": 1}"	"[""Y0059"", ""Y0151""]"	2	"[""Y0059"", ""Y0151""]"	2	tight_union_of_text_children	[3995, 5769, 5011, 6182]	0.006498708585678661	[4080, 5803, 4926, 6148]	text	4.93136669866811	Q0003	3	main	main; small_text_label_panel; tight_union_of_text_children; gain=2
main500	E00693571	oversized_text_panel_shrink_required	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00693571/05_final_queue/crops/Q0004_main_oversized_text_panel_shrink_required.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00693571/05_final_queue/final_ocr_queue.tsv	0.62375	P0001	"{""annotation label"": 4, ""barcode label"": 1, ""catalog number"": 11, ""database label"": 6, ""handwritten note"": 5, ""primary specimen label"": 3, ""printed label"": 16, ""type specimen label"": 5}"	"[""Y0047"", ""Y0071"", ""Y0076"", ""Y0095"", ""Y0113"", ""Y0118"", ""Y0139"", ""Y0148"", ""Y0159"", ""Y0161"", ""Y0168"", ""Y0171"", ""Y0177"", ""Y0181"", ""Y0187"", ""Y0188"", ""Y0200"", ""Y0202"", ""Y0209"", ""Y0216"", ""Y0217"", ""Y0218"", ""Y0227"", ""Y0230"", ""Y0232"", ""Y0235"", ""Y0236"", ""Y0238"", ""Y0239"", ""Y0241"", ""Y0243"", ""Y0245"", ""Y0247"", ""Y0252"", ""Y0254"", ""Y0257"", ""Y0261"", ""Y0262"", ""Y0264"", ""Y0270"", ""Y0271"", ""Y0272"", ""Y0274"", ""Y0279"", ""Y0282"", ""Y0285"", ""Y0287"", ""Y0288"", ""Y0289"", ""Y0293"", ""Y0294""]"	51	"[""Y0047"", ""Y0059"", ""Y0071"", ""Y0076"", ""Y0095"", ""Y0113"", ""Y0118"", ""Y0139"", ""Y0148"", ""Y0151"", ""Y0159"", ""Y0161"", ""Y0168"", ""Y0171"", ""Y0177"", ""Y0181"", ""Y0187"", ""Y0188"", ""Y0197"", ""Y0200"", ""Y0202"", ""Y0209"", ""Y0216"", ""Y0217"", ""Y0218"", ""Y0220"", ""Y0227"", ""Y0230"", ""Y0232"", ""Y0235"", ""Y0236"", ""Y0238"", ""Y0239"", ""Y0241"", ""Y0243"", ""Y0245"", ""Y0247"", ""Y0248"", ""Y0252"", ""Y0254"", ""Y0257"", ""Y0261"", ""Y0262"", ""Y0264"", ""Y0270"", ""Y0271"", ""Y0272"", ""Y0274"", ""Y0279"", ""Y0282"", ""Y0285"", ""Y0287"", ""Y0288"", ""Y0289"", ""Y0293"", ""Y0294"", ""Y0296"", ""Y0299""]"	58	tight_union_of_text_children	[2107, 0, 5600, 8020]	0.5571378473459209	[2425, 112, 5600, 7993]	text	21.292984499645357	Q0004	4	main	main; oversized_text_panel_shrink_required; tight_union_of_text_children; gain=51
main500	E00696312	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/E00696312/05_final_queue/crops/Q0001_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/E00696312/05_final_queue/final_ocr_queue.tsv	0.31460392229303286	P0001	"{""annotation label"": 4, ""catalog number"": 18, ""database label"": 3, ""handwritten note"": 2, ""primary specimen label"": 3, ""printed label"": 17, ""type specimen label"": 7}"	"[""Y0014"", ""Y0036"", ""Y0081"", ""Y0088"", ""Y0096"", ""Y0101"", ""Y0109"", ""Y0111"", ""Y0116"", ""Y0117"", ""Y0118"", ""Y0129"", ""Y0133"", ""Y0134"", ""Y0142"", ""Y0144"", ""Y0145"", ""Y0166"", ""Y0168"", ""Y0170"", ""Y0177"", ""Y0179"", ""Y0182"", ""Y0184"", ""Y0194"", ""Y0195"", ""Y0197"", ""Y0201"", ""Y0204"", ""Y0207"", ""Y0214"", ""Y0222"", ""Y0225"", ""Y0229"", ""Y0231"", ""Y0237"", ""Y0241"", ""Y0246"", ""Y0247"", ""Y0250"", ""Y0257"", ""Y0258"", ""Y0263"", ""Y0267"", ""Y0271"", ""Y0272"", ""Y0274"", ""Y0276"", ""Y0279"", ""Y0286"", ""Y0294"", ""Y0295"", ""Y0296"", ""Y0300""]"	54	"[""Y0014"", ""Y0036"", ""Y0081"", ""Y0088"", ""Y0096"", ""Y0101"", ""Y0109"", ""Y0111"", ""Y0116"", ""Y0117"", ""Y0118"", ""Y0129"", ""Y0133"", ""Y0134"", ""Y0142"", ""Y0144"", ""Y0145"", ""Y0166"", ""Y0168"", ""Y0170"", ""Y0177"", ""Y0179"", ""Y0182"", ""Y0184"", ""Y0194"", ""Y0195"", ""Y0197"", ""Y0201"", ""Y0204"", ""Y0207"", ""Y0214"", ""Y0222"", ""Y0225"", ""Y0229"", ""Y0231"", ""Y0237"", ""Y0241"", ""Y0246"", ""Y0247"", ""Y0250"", ""Y0257"", ""Y0258"", ""Y0263"", ""Y0267"", ""Y0271"", ""Y0272"", ""Y0274"", ""Y0276"", ""Y0279"", ""Y0286"", ""Y0294"", ""Y0295"", ""Y0296"", ""Y0300""]"	54	tight_union_of_text_children	[2828, 2965, 5614, 8100]	0.25846143019875356	[3081, 3429, 5614, 8069]	text	93.13659066523249	Q0001	1	main	main; main_text_label_panel; tight_union_of_text_children; gain=54
